episode,total_reward,episode_length,avg_loss,avg_q_value,epsilon,timestamp,total_steps,training_time_seconds,eval_reward,buffer_reward_min,buffer_reward_max,buffer_reward_mean,buffer_reward_std
0,50.0,293,0,1.9109517057736716,0.9970992999999979,2026-01-22T23:21:36.278349,293,1.644855260848999,,0.0,0.25,0.0017064846,0.020584196
1,25.0,289,0,1.9198207115304882,0.9942381999999959,2026-01-22T23:21:36.520847,582,0.24113917350769043,,0.0,0.25,0.0012886598,0.017902635
2,25.0,311,0,1.8226626150069698,0.9911592999999936,2026-01-22T23:21:36.777820,893,0.2556912899017334,,0.0,0.25,0.0011198209,0.016694348
3,75.0,331,0,1.8350267952138728,0.9878823999999913,2026-01-22T23:21:37.052149,1224,0.2730143070220947,,0.0,0.25,0.0014297386,0.018851804
4,75.0,317,0,1.8484765961766243,0.984744099999989,2026-01-22T23:21:37.315320,1541,0.2617349624633789,,0.0,0.25,0.0016223232,0.020073587
5,75.0,315,0,1.8499091171449231,0.9816255999999868,2026-01-22T23:21:37.579713,1856,0.2627992630004883,,0.0,0.25,0.0017510776,0.020849535
6,200.0,370,0,1.910066250208262,0.9779625999999841,2026-01-22T23:21:37.887727,2226,0.30644941329956055,,0.0,0.25,0.0023584906,0.024167335
7,75.0,311,0,1.9211765104724514,0.9748836999999819,2026-01-22T23:21:38.150523,2537,0.2610774040222168,,0.0,0.25,0.002364998,0.024200335
8,175.0,300,0,1.9178995728492736,0.9719136999999798,2026-01-22T23:21:38.410325,2837,0.25806379318237305,,0.0,0.25,0.0027317589,0.025989944
9,75.0,277,0,1.9398443911756789,0.9691713999999778,2026-01-22T23:21:38.646107,3114,0.23401355743408203,,0.0,0.25,0.0027296082,0.025979824
10,350.0,407,0,1.9175391255355463,0.9651420999999749,2026-01-22T23:21:38.992243,3521,0.3441433906555176,,0.0,0.25,0.0034081228,0.028989919
11,75.0,314,0,1.8595785710119432,0.9620334999999727,2026-01-22T23:21:39.255294,3835,0.2609279155731201,,0.0,0.25,0.0033246414,0.028637512
12,200.0,339,0,1.8734893237843233,0.9586773999999703,2026-01-22T23:21:39.537453,4174,0.2800931930541992,,0.0,0.25,0.0035337806,0.02951199
13,200.0,369,0,1.883410231487171,0.9550242999999676,2026-01-22T23:21:39.861260,4543,0.32134342193603516,,0.0,0.25,0.003686991,0.03013559
14,125.0,336,0,2.0611609509496978,0.9516978999999652,2026-01-22T23:21:40.150281,4879,0.28684473037719727,,0.0,0.25,0.0036892805,0.030144809
15,100.0,299,0.0005840117025854852,4.500403388341268,0.9487377999999631,2026-01-22T23:21:41.732596,5178,1.5801057815551758,,0.0,0.25,0.0036693704,0.030064568
16,0.0,284,0.00033273906627376466,5.570965158528295,0.9459261999999611,2026-01-22T23:21:42.381335,5462,0.6464366912841797,,0.0,0.25,0.0034785792,0.029283857
17,125.0,314,0.0004754683603096055,5.1189308858686875,0.9428175999999588,2026-01-22T23:21:43.150566,5776,0.7666471004486084,,0.0,0.25,0.0035058865,0.029396944
18,50.0,311,0.0006181323776388581,4.7019243240356445,0.9397386999999566,2026-01-22T23:21:43.882196,6087,0.7291285991668701,,0.0,0.25,0.0034089042,0.028993197
19,250.0,339,0.00035511490116679105,4.600246997440562,0.9363825999999542,2026-01-22T23:21:44.665292,6426,0.7802472114562988,,0.0,0.25,0.003618114,0.029856954
20,50.0,302,0.00022684355335513828,3.77778902053833,0.9333927999999521,2026-01-22T23:21:45.369669,6728,0.7016494274139404,,0.0,0.25,0.0035300239,0.029496523
21,475.0,350,0.00045789862263197445,3.677711064474923,0.9299277999999496,2026-01-22T23:21:46.198896,7078,0.8265161514282227,,0.0,3.0,0.004026561,0.04643286
22,225.0,331,0.00018789145510441705,3.7984267581592905,0.9266508999999472,2026-01-22T23:21:46.986454,7409,0.7846250534057617,,0.0,3.0,0.0041503576,0.046193875
23,75.0,334,0.0005129498839885534,3.569934669662924,0.9233442999999448,2026-01-22T23:21:47.792994,7743,0.8032729625701904,,0.0,3.0,0.0040681907,0.045453005
24,250.0,465,0.0004782292534519397,3.085285088290339,0.9187407999999415,2026-01-22T23:21:48.892362,8208,1.0963222980499268,,0.0,3.0,0.0041423,0.0449837
25,0.0,288,0.0004223952718932976,2.8687896399662414,0.9158895999999395,2026-01-22T23:21:49.583994,8496,0.6882815361022949,,0.0,3.0,0.0040018833,0.04422105
